ecoli:lcl|NC_000913.3_prot_NP_414542.1_1	ecoli:lcl|NC_000913.3_prot_NP_414542.1_1
ecoli:lcl|NC_000913.3_prot_NP_414543.1_2	ecoli:lcl|NC_000913.3_prot_NP_414543.1_2
ecoli:lcl|NC_000913.3_prot_NP_414544.1_3	ecoli:lcl|NC_000913.3_prot_NP_414544.1_3
ecoli:lcl|NC_000913.3_prot_NP_414545.1_4	ecoli:lcl|NC_000913.3_prot_NP_414545.1_4
ecoli:lcl|NC_000913.3_prot_NP_414546.1_5	ecoli:lcl|NC_000913.3_prot_NP_414546.1_5
ecoli:lcl|NC_000913.3_prot_NP_414546.1_5	ecoli:lcl|NC_000913.3_prot_NP_416891.1_2371
ecoli:lcl|NC_000913.3_prot_NP_414547.1_6	ecoli:lcl|NC_000913.3_prot_NP_414547.1_6
ecoli:lcl|NC_000913.3_prot_NP_414548.1_7	ecoli:lcl|NC_000913.3_prot_NP_414548.1_7
ecoli:lcl|NC_000913.3_prot_NP_414550.1_9	ecoli:lcl|NC_000913.3_prot_NP_414550.1_9
ecoli:lcl|NC_000913.3_prot_NP_414551.1_10	ecoli:lcl|NC_000913.3_prot_NP_414551.1_10
ecoli:lcl|NC_000913.3_prot_NP_414552.1_11	ecoli:lcl|NC_000913.3_prot_NP_414552.1_11
ecoli:lcl|NC_000913.3_prot_YP_009518733.1_12	ecoli:lcl|NC_000913.3_prot_YP_009518733.1_12
ecoli:lcl|NC_000913.3_prot_NP_414554.1_13	ecoli:lcl|NC_000913.3_prot_NP_414554.1_13
ecoli:lcl|NC_000913.3_prot_NP_414555.1_14	ecoli:lcl|NC_000913.3_prot_NP_414555.1_14
ecoli:lcl|NC_000913.3_prot_NP_414557.1_16	ecoli:lcl|NC_000913.3_prot_NP_414557.1_16
ecoli:lcl|NC_000913.3_prot_NP_414557.1_16	ecoli:lcl|NC_000913.3_prot_NP_415114.1_573
ecoli:lcl|NC_000913.3_prot_NP_414557.1_16	ecoli:lcl|NC_000913.3_prot_NP_416895.2_2375
ecoli:lcl|NC_000913.3_prot_YP_025292.1_18	ecoli:lcl|NC_000913.3_prot_YP_025292.1_18
ecoli:lcl|NC_000913.3_prot_YP_025292.1_18	ecoli:lcl|NC_000913.3_prot_NP_414559.1_17
ecoli:lcl|NC_000913.3_prot_YP_025292.1_18	ecoli:lcl|NC_000913.3_prot_NP_416080.1_1555
ecoli:lcl|NC_000913.3_prot_NP_414560.1_19	ecoli:lcl|NC_000913.3_prot_NP_414560.1_19
ecoli:lcl|NC_000913.3_prot_NP_414561.1_20	ecoli:lcl|NC_000913.3_prot_NP_414561.1_20
ecoli:lcl|NC_000913.3_prot_NP_414562.1_21	ecoli:lcl|NC_000913.3_prot_NP_414562.1_21
ecoli:lcl|NC_000913.3_prot_NP_414562.1_21	ecoli:lcl|NC_000913.3_prot_YP_009518739.1_234
ecoli:lcl|NC_000913.3_prot_NP_414562.1_21	ecoli:lcl|NC_000913.3_prot_NP_414798.1_257
ecoli:lcl|NC_000913.3_prot_NP_414562.1_21	ecoli:lcl|NC_000913.3_prot_NP_414808.1_269
