t3e:tr|A0FDW2|A0FDW2_PSEAVPeptidase_Pseudomonas_amygdali	t3e:tr|A0FDW2|A0FDW2_PSEAVPeptidase_Pseudomonas_amygdali
t3e:tr|A0FDW2|A0FDW2_PSEAVPeptidase_Pseudomonas_amygdali	t3e:tr|A0FDW6|A0FDW6_9PSEDType_Pseudomonas_coronafaciens_pv._coronafaciens
t3e:tr|A0FDW2|A0FDW2_PSEAVPeptidase_Pseudomonas_amygdali	t3e:tr|A0FDW7|A0FDW7_PSESYType_Pseudomonas_syringae_pv._syringae
t3e:tr|A0FDW2|A0FDW2_PSEAVPeptidase_Pseudomonas_amygdali	t3e:tr|A0FDW8|A0FDW8_PSEAQType_Pseudomonas_syringae_pv._pisi
t3e:tr|A0FDW2|A0FDW2_PSEAVPeptidase_Pseudomonas_amygdali	t3e:tr|A0FDX1|A0FDX1_PSESXType_Pseudomonas_syringae
t3e:tr|A1JQ83|A1JQ83_YERE8Serine_Yersinia_enterocolitica	t3e:tr|A1JQ83|A1JQ83_YERE8Serine_Yersinia_enterocolitica
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:sp|P17778|YOPM_YERPEOuter_Yersinia_pestis
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:tr|P74988|P74988_YERENYop_Yersinia_enterocolitica
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:tr|Q663L9|Q663L9_YERPSYopM_Yersinia_pseudotuberculosis
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:tr|Q84GT9|Q84GT9_YERENYop_Yersinia_enterocolitica
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:gi|16975329|pdb|1G9U|AChain_Yersinia_Pestis
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:gi|45357181|gb|AAS58577.1|putative_Yersinia_pestis
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:gi|162354839|gb|ABX88786.1|effector_Yersinia_pestis
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:gi|262363834|gb|ACY60554.1|secreted_Yersinia_pestis
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:gi|186700585|gb|ACC91213.1|YopM_Yersinia_pseudotuberculosis
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:F0L1B5_Yersinia_enterocolitica
t3e:tr|A1JU68|A1JU68_YERE8Yop_Yersinia_enterocolitica	t3e:CRY33162.1_Yersinia_enterocolitica
t3e:tr|A1JUA6|A1JUA6_YERE8Uncharacterized_Yersinia_enterocolitica	t3e:tr|A1JUA6|A1JUA6_YERE8Uncharacterized_Yersinia_enterocolitica
t3e:tr|A1JUA6|A1JUA6_YERE8Uncharacterized_Yersinia_enterocolitica	t3e:sp|P08538|YOPH_YERPSTyrosine-protein_Yersinia_pseudotuberculosis
t3e:tr|A1JUA6|A1JUA6_YERE8Uncharacterized_Yersinia_enterocolitica	t3e:sp|P15273|YOPH_YERENTyrosine-protein_Yersinia_enterocolitica
t3e:tr|A1JUA6|A1JUA6_YERE8Uncharacterized_Yersinia_enterocolitica	t3e:tr|Q27RI1|Q27RI1_AERS4AopH_Aeromonas_salmonicida_subsp._salmonicida
t3e:tr|A1JUA9|A1JUA9_YERE8Putative_Yersinia_enterocolitica	t3e:tr|A1JUA9|A1JUA9_YERE8Putative_Yersinia_enterocolitica
t3e:tr|A1JUA9|A1JUA9_YERE8Putative_Yersinia_enterocolitica	t3e:sp|P08008|YOPE_YERPSOuter_Yersinia_pseudotuberculosis_serotype_I_(strain_IP32953)
t3e:tr|A1JUA9|A1JUA9_YERE8Putative_Yersinia_enterocolitica	t3e:sp|P31492|YOPE_YERENOuter_Yersinia_enterocolitica
t3e:tr|A1JUA9|A1JUA9_YERE8Putative_Yersinia_enterocolitica	t3e:B2KAI1_Yersinia_pestis_D106004
t3e:tr|A1JUC4|A1JUC4_YERE8Putative_Yersinia_enterocolitica	t3e:tr|A1JUC4|A1JUC4_YERE8Putative_Yersinia_enterocolitica
t3e:tr|A1JUC4|A1JUC4_YERE8Putative_Yersinia_enterocolitica	t3e:tr|O85239|O85239_YERENProtein_Yersinia_enterocolitica
t3e:tr|A1JUC4|A1JUC4_YERE8Putative_Yersinia_enterocolitica	t3e:sp|Q05608|YPKA_YERPSProtein_Yersinia_pseudotuberculosis
t3e:tr|A1JUC4|A1JUC4_YERE8Putative_Yersinia_enterocolitica	t3e:tr|Q27RI0|Q27RI0_AERS4AopO_Aeromonas_salmonicida
t3e:tr|A1JUC4|A1JUC4_YERE8Putative_Yersinia_enterocolitica	t3e:tr|Q56921|Q56921_YERENProtein_Yersinia_enterocolitica
t3e:tr|A1JUC4|A1JUC4_YERE8Putative_Yersinia_enterocolitica	t3e:sp|Q9RI12|YPKA_YERPEProtein_Yersinia_pestis
t3e:tr|A1JUC4|A1JUC4_YERE8Putative_Yersinia_enterocolitica	t3e:CNC74538.1_Yersinia_enterocolitica
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWP3|A1KWP3_ECOLXNleA2_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWP4|A1KWP4_ECOLXNleA3_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWP6|A1KWP6_ECOLXNleA5_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWP7|A1KWP7_ECOLXNleA6-1_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWP8|A1KWP8_ECOLXNleA6-2_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWP9|A1KWP9_ECOLXNleA7_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWQ0|A1KWQ0_ECOLXNleA8-1_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWQ1|A1KWQ1_ECOLXNleA8-2_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWQ2|A1KWQ2_ECOLXNleA9_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWQ3|A1KWQ3_ECOLXNleA10_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A1KWQ4|A1KWQ4_ECOLXNleA11_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|A9ZNG8|A9ZNG8_ECOLXNon-LEE-encoded_Escherichia_coli
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:tr|D2TJZ4|D2TJZ4_CITRIT3SS_Citrobacter_rodentium
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:gi|34576994|gb|AAQ75736.1|type_Citrobacter_rodentium
t3e:tr|A1KWP2|A1KWP2_ECOLXNleA1_Escherichia_coli	t3e:gi|254592177|gb|ACT71538.1|non-LEE-encoded_Escherichia_coli
t3e:tr|A1KWP5|A1KWP5_ECOLXNleA4_Escherichia_coli	t3e:tr|A1KWP5|A1KWP5_ECOLXNleA4_Escherichia_coli
t3e:tr|A2A0W5|A2A0W5_ECOLXTir-cytoskeleton_Escherichia_coli	t3e:tr|A2A0W5|A2A0W5_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0W5|A2A0W5_ECOLXTir-cytoskeleton_Escherichia_coli	t3e:tr|A2A0W7|A2A0W7_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0W5|A2A0W5_ECOLXTir-cytoskeleton_Escherichia_coli	t3e:tr|Q2F7Y9|Q2F7Y9_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0W5|A2A0W5_ECOLXTir-cytoskeleton_Escherichia_coli	t3e:sp|Q8X482|ESPFU_ECO57Secreted_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A2A0X3|A2A0X3_ECOLXType_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A2A0X5|A2A0X5_ECOLXType_Escherichia_coli_O157:H-
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A2A0X8|A2A0X8_ECOLXType_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A2A0Y6|A2A0Y6_ECO11Type_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A2A0Z4|A2A0Z4_ECOLXType_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A2A0Z6|A2A0Z6_ECOLXType_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PCI6|A4PCI6_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PCI7|A4PCI7_ECOLXTir-cytoskeleton_Escherichia_coli_O111:H2
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDT6|A4PDT6_ECOLXTir-cytoskeleton_Escherichia_coli_O51:H-
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDT7|A4PDT7_ECOLXTir-cytoskeleton_Escherichia_coli_O41:H-
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDT8|A4PDT8_ECOLXTir-cytoskeleton_Escherichia_coli_O154:H9
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDT9|A4PDT9_ECOLXTir-cytoskeleton_Escherichia_coli_O157:H7
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDU1|A4PDU1_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDU2|A4PDU2_ECOLXTir-cytoskeleton_Escherichia_coli_O109:H9
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDU3|A4PDU3_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDU4|A4PDU4_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDU5|A4PDU5_ECOLXTir-cytoskeleton_Escherichia_coli_O26:H11
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDU7|A4PDU7_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDU8|A4PDU8_ECOLXTir-cytoskeleton_Escherichia_coli
t3e:tr|A2A0X2|A2A0X2_ECO57Type_Escherichia_coli	t3e:tr|A4PDU9|A4PDU9_ECOLXTir-cytoskeleton_Escherichia_coli
